uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"2a086d98-2b40-4191-a6ee-0c31f6b9c61c","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z",1,"BRD.BART.2015.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",60,"singing","No","Male",1,,"JRUEB",
"1c15ea4a-6c8a-4b59-90c9-d4871db648fb","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z",1,"BRD.BART.2015.1",1,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",21,"singing","No","Male",1,,"JRUEB",
"a0210f48-74db-4e7e-bfd6-831ae93cd1b8","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z",1,"BRD.BART.2015.1",1,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",51,"singing","No","Male",1,,"JRUEB",
"acf813fc-9283-408b-8c37-2a7e05a69dd1","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z",1,"BRD.BART.2015.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",42,"singing","No","Male",1,,"JRUEB",
"1d264b0a-a3bf-4a15-adac-85a68d4f744e","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z",1,"BRD.BART.2015.1",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",30,"singing","No","Male",1,,"JRUEB",
"41a40f95-2c58-4c6b-a474-6b31890057b3","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",5,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",42,"singing","No","Male",1,,"JRUEB",
"b7c2d06b-0bf8-4577-92c5-22be92e462d7","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",1,"Y","LEFL","Empidonax minimus","species","Least Flycatcher",40,"singing","No","Male",1,,"JRUEB",
"11d96c72-545a-4c20-aa07-26640c581936","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",3,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",26,"singing","No","Male",1,,"JRUEB",
"2bb88732-ed1a-471e-b380-249ca2dbaead","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",1,"Y","MAWA","Setophaga magnolia","species","Magnolia Warbler",21,"singing","No","Male",1,,"JRUEB",
"50079acd-0a59-4747-82fa-80f682b0e481","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",6,"Y","PIWA","Setophaga pinus","species","Pine Warbler",39,"singing","No","Male",1,,"JRUEB",
"3beaa553-47e9-4d72-b6dd-1f0812edd91d","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",23,"singing","No","Male",1,,"JRUEB",
"bf68d51a-0705-4c5d-b438-af31db92824f","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",38,"singing","No","Male",1,,"JRUEB",
"5b0f22b6-9b0d-4392-a8cb-0300b0e3f399","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",3,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",30,"singing","No","Male",1,,"JRUEB",
"efe8f7b6-0aaf-400e-9fa9-0dbc56845c93","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",5,"Y","WOTH","Hylocichla mustelina","species","Wood Thrush",60,"singing","No","Male",1,,"JRUEB",
"5d9cbbf6-d64b-439f-a7e6-aa1dbf5549d5","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",6,"Y","YRWA","Setophaga coronata","species","Yellow-rumped Warbler",43,"singing","No","Male",1,,"JRUEB",
"848d5a52-b603-4157-807a-2daceabd2f9e","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z",1,"BRD.BART.2015.1",1,"Y","MAWA","Setophaga magnolia","species","Magnolia Warbler",44,"singing","No","Male",1,,"JRUEB",
"999d1626-2391-4f98-bc34-329d8ad8dbde","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","2015-06-14T12:20Z",1,"BRD.BART.2015.1",3,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",31,"singing","No","Male",1,,"JRUEB",
"3bcf99bb-a352-40d4-98ca-a801426f4d58","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","2015-06-14T12:20Z",1,"BRD.BART.2015.1",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",58,"singing","No","Male",1,,"JRUEB",
"c5daba3c-6d12-4ee7-8caa-eee16474cc7c","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","2015-06-14T12:20Z",1,"BRD.BART.2015.1",1,"Y","VEER","Catharus fuscescens","species","Veery",62,"singing","No","Male",1,,"JRUEB",
"0f23ea3a-59fd-4fa0-840e-c9e4a2b64a3c","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","2015-06-14T12:20Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",33,"singing","No","Male",1,,"JRUEB",
"8c868607-6eed-42a8-9a24-b86b2612c870","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",6,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",26,"singing","No","Male",1,,"JRUEB",
"29787fa1-b016-44a7-bbf0-2807d034c7b0","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",5,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",58,"singing","No","Male",1,,"JRUEB",
"61d0b4a0-f5c5-4721-846d-eb62b78395be","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",29,"singing","No","Male",1,,"JRUEB",
"9ee31c5f-fd14-4500-b7a1-47fb95a413a1","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",4,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",56,"singing","No","Male",1,,"JRUEB",
"84c73def-65cc-4c9a-a9de-ecee177638b7","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",1,"Y","MAWA","Setophaga magnolia","species","Magnolia Warbler",26,"singing","No","Male",1,,"JRUEB",
"7f043a37-eed0-47a7-b2df-395933a7bc63","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",1,"Y","PIWA","Setophaga pinus","species","Pine Warbler",48,"singing","No","Male",1,,"JRUEB",
"94a3d10c-ed79-473b-aed0-69610933821d","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",1,"Y","YRWA","Setophaga coronata","species","Yellow-rumped Warbler",30,"singing","No","Male",1,,"JRUEB",
"cfa9f305-b831-4b35-831f-eb352aa380d2","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",1,"Y","GCKI","Regulus satrapa","species","Golden-crowned Kinglet",18,"singing","No","Male",1,,"JRUEB",
"b065e73f-9701-4e29-ac20-0cd30f834eba","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z",1,"BRD.BART.2015.1",4,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",37,"singing","No","Male",1,,"JRUEB",
"3008b255-8b2f-4591-92d9-807d448e82be","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","2015-06-14T13:30Z",1,"BRD.BART.2015.1",1,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",21,"singing","No","Male",1,,"JRUEB",
"a09f8c51-2cb5-48f5-9649-ae60b248a278","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","2015-06-14T13:30Z",1,"BRD.BART.2015.1",5,"Y","YRWA","Setophaga coronata","species","Yellow-rumped Warbler",44,"singing","No","Male",1,,"JRUEB",
"b2a6f74b-8c36-4f71-b26c-35e6ca89d15a","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","2015-06-14T13:30Z",1,"BRD.BART.2015.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",41,"singing","No","Male",1,,"JRUEB",
"6c21002e-9bf2-4c1e-aac5-c7cb71b60ca8","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","2015-06-14T13:30Z",1,"BRD.BART.2015.1",4,"Y","HETH","Catharus guttatus","species","Hermit Thrush",32,"singing","No","Male",1,,"JRUEB",
"606694af-cfd8-416b-89a3-3eff0e90090b","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","2015-06-14T13:30Z",1,"BRD.BART.2015.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",53,"singing","No","Male",1,,"JRUEB",
"e4856495-495d-49ed-830f-3ad0d5fbaf6e","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","2015-06-14T13:30Z",1,"BRD.BART.2015.1",1,"Y","RBWO","Melanerpes carolinus","species","Red-bellied Woodpecker",19,"calling","No","Unknown",1,,"JRUEB",
"e249dcf2-5fa8-4225-9186-deca25b35490","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","2015-06-16T09:02Z",1,"BRD.BART.2015.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",28,"singing","No","Male",1,,"JRUEB",
"dfd9df00-bb02-4cc8-9dbb-73cef8f95b49","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","2015-06-16T09:02Z",1,"BRD.BART.2015.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",32,"singing","No","Male",1,,"JRUEB",
"f4db0dc5-9cc2-469c-b79f-5899bc7d8ce4","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","2015-06-16T09:02Z",1,"BRD.BART.2015.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",47,"singing","No","Male",1,,"JRUEB",
"156e1cb9-ee2f-41f7-84f7-b84df495e084","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","2015-06-16T09:02Z",1,"BRD.BART.2015.1",1,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",25,"singing","No","Male",1,,"JRUEB",
"943a1fbb-73a1-486a-a191-82384f09afdb","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","2015-06-16T09:02Z",1,"BRD.BART.2015.1",1,"Y","BRCR","Certhia americana","species","Brown Creeper",53,"singing","No","Male",1,,"JRUEB",
"46572fbe-e130-47a9-b3bb-9db8cdaf3b82","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2015-06-16T09:20Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",38,"singing","No","Male",1,,"JRUEB",
"f6fc017b-9aea-4ff9-a53a-9699f670e47f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2015-06-16T09:20Z",1,"BRD.BART.2015.1",2,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",24,"singing","No","Male",1,,"JRUEB",
"87a7ca3e-e246-4e3a-bcf9-53dbbdc924a3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2015-06-16T09:20Z",1,"BRD.BART.2015.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",49,"singing","No","Male",1,,"JRUEB",
"a9cb374d-82a1-40f8-9f58-9e8f8df2db4e","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2015-06-16T09:20Z",1,"BRD.BART.2015.1",2,"Y","RBNU","Sitta canadensis","species","Red-breasted Nuthatch",21,"calling","No","Unknown",1,,"JRUEB",
"735a8837-4d66-49bc-a328-a55d121bf2ec","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2015-06-16T09:33Z",1,"BRD.BART.2015.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",53,"singing","No","Male",1,,"JRUEB",
"b9c1ac7c-6df9-4062-89d0-5d636ddfe2a7","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2015-06-16T09:33Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",26,"singing","No","Male",1,,"JRUEB",
"636f9f3e-697f-4032-9f64-8d051767c82b","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2015-06-16T09:33Z",1,"BRD.BART.2015.1",3,"Y","YRWA","Setophaga coronata","species","Yellow-rumped Warbler",24,"singing","No","Male",1,,"JRUEB",
"f2c075e0-67c1-4ec8-a8a0-eaccd96aef79","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2015-06-16T09:33Z",1,"BRD.BART.2015.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",65,"singing","No","Male",1,,"JRUEB",
"bb26cd3c-23a3-4f6b-af6f-1e74c3fb64a8","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2015-06-16T09:33Z",1,"BRD.BART.2015.1",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",21,"singing","No","Male",1,,"JRUEB",
"3e179724-c412-43a9-8e98-64cda54bb67d","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2015-06-16T09:33Z",1,"BRD.BART.2015.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",37,"singing","No","Male",1,,"JRUEB",
"70ff4e44-04df-4a8d-bdf9-f3cab4811669","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2015-06-16T09:33Z",1,"BRD.BART.2015.1",1,"Y","VEER","Catharus fuscescens","species","Veery",60,"singing","No","Male",1,,"JRUEB",
"5b718dc0-d9eb-4aa6-880c-15731d8c62d6","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2015-06-16T09:45Z",1,"BRD.BART.2015.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",46,"singing","No","Male",1,,"JRUEB",
"4c606110-05f7-4e59-897a-cacf94e1b374","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2015-06-16T09:45Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",29,"singing","No","Male",1,,"JRUEB",
"147b23dc-f6ea-4b52-8ca7-ba7cb1ce694a","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2015-06-16T09:45Z",1,"BRD.BART.2015.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",48,"singing","No","Male",1,,"JRUEB",
"1e496a75-e2aa-47b4-b913-9f99dd3bc8d3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2015-06-16T09:45Z",1,"BRD.BART.2015.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",54,"singing","No","Male",1,,"JRUEB",
"12cb6aae-8953-4701-ac5e-4c73dd14f8bb","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2015-06-16T09:45Z",1,"BRD.BART.2015.1",2,"Y","YRWA","Setophaga coronata","species","Yellow-rumped Warbler",17,"singing","No","Male",1,,"JRUEB",
"79c0dca3-0f35-427a-aef7-42624cfb3b8c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2015-06-16T09:45Z",1,"BRD.BART.2015.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",34,"singing","No","Male",1,,"JRUEB",
"da580ae3-8ef5-4a9f-96b6-2435f12ec796","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2015-06-16T09:58Z",1,"BRD.BART.2015.1",1,"Y","UNBI","Aves sp.","class",,21,"calling","No","Unknown",1,,"JRUEB",
"2d40ed0a-23bf-44f8-bd60-62aee25d7988","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2015-06-16T09:58Z",1,"BRD.BART.2015.1",3,"Y","HOWR","Troglodytes aedon","species","House Wren",32,"singing","No","Male",1,,"JRUEB",
"892a3be8-deec-47a8-a60e-29424c216ba1","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2015-06-16T09:58Z",1,"BRD.BART.2015.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",54,"singing","No","Male",1,,"JRUEB",
"d85d6fe4-5011-4761-a4bb-aa3b406ae09d","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2015-06-16T09:58Z",1,"BRD.BART.2015.1",3,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",22,"singing","No","Male",1,,"JRUEB",
"998af808-d66d-4e85-b34a-4dc3f923e23a","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2015-06-16T09:58Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",47,"singing","No","Male",1,,"JRUEB",
"021fa5df-42f5-4d14-b316-322c83702bec","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2015-06-16T09:58Z",1,"BRD.BART.2015.1",4,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",25,"calling","No","Unknown",1,,"JRUEB",
"16810a34-c31e-4f2c-9419-d29db2db9a33","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","2","2015-06-16T10:10Z",1,"BRD.BART.2015.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",37,"singing","No","Male",1,,"JRUEB",
"db6e4154-5fdf-49d9-9708-6a31a9cde78b","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","2","2015-06-16T10:10Z",1,"BRD.BART.2015.1",4,"Y","DOWO","Picoides pubescens","species","Downy Woodpecker",,"drumming","No","Unknown",1,,"JRUEB",
"1d7515dc-78fd-4005-a0e0-ce7eb0947177","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","2","2015-06-16T10:10Z",1,"BRD.BART.2015.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",16,"singing","No","Male",1,,"JRUEB",
"3d4e2784-e6db-457b-8a59-029224838ced","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","2","2015-06-16T10:10Z",1,"BRD.BART.2015.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",44,"singing","No","Male",1,,"JRUEB",
"31d0015a-74de-4b08-8e01-eef2b7916438","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2015-06-16T10:22Z",1,"BRD.BART.2015.1",1,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",42,"singing","No","Male",1,,"JRUEB",
"46a60a9c-5466-4386-8ac3-c5720bca6707","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2015-06-16T10:22Z",1,"BRD.BART.2015.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",19,"singing","No","Male",1,,"JRUEB",
"3e89bc87-3656-4061-998b-ec7156e685b9","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2015-06-16T10:22Z",1,"BRD.BART.2015.1",3,"Y","CAWA","Cardellina canadensis","species","Canada Warbler",36,"singing","No","Male",1,,"JRUEB",
"d4fd0dc7-9870-42f8-be54-04612b36a52d","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2015-06-16T10:22Z",1,"BRD.BART.2015.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",32,"singing","No","Male",1,,"JRUEB",
"c9895f87-c189-4286-8ad1-f9d6b3484924","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2015-06-16T10:34Z",1,"BRD.BART.2015.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",62,"singing","No","Male",1,,"JRUEB",
"0ebe8289-7de5-4e39-8b8d-2482052dfb28","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2015-06-16T10:34Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",41,"singing","No","Male",1,,"JRUEB",
"5022dd54-a794-4208-a219-60e572f7d4d6","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2015-06-16T10:34Z",1,"BRD.BART.2015.1",6,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",36,"singing","No","Male",1,,"JRUEB",
"99fc7278-a3ed-4c13-b5f8-9284e5ade861","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2015-06-16T10:34Z",1,"BRD.BART.2015.1",1,"Y","VEER","Catharus fuscescens","species","Veery",23,"singing","No","Male",1,,"JRUEB",
"13ae9968-5580-47cf-b9dd-e8c7acb05cfe","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2015-06-16T10:34Z",1,"BRD.BART.2015.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",32,"singing","No","Male",1,,"JRUEB",
"308c7ccf-9506-4a5d-9c32-2da3bcab7944","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","2015-06-16T10:47Z",1,"BRD.BART.2015.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",22,"singing","No","Male",1,,"JRUEB",
"1e9f451e-a6b1-4570-b53d-3c1530e1c052","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2015-06-16T11:19Z",1,"BRD.BART.2015.1",2,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",54,"singing","No","Male",1,,"JRUEB",
"f3b30f00-5f15-41a9-be48-9b4696a1416e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2015-06-16T11:19Z",1,"BRD.BART.2015.1",6,"Y","HETH","Catharus guttatus","species","Hermit Thrush",15,"singing","Yes","Male",1,,"JRUEB",
"423e9906-9653-4ec4-afde-d8c841565aba","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2015-06-16T11:19Z",1,"BRD.BART.2015.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",43,"singing","No","Male",1,,"JRUEB",
"36b69f57-9d5d-4530-9873-f16dcab5ff27","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2015-06-16T11:19Z",1,"BRD.BART.2015.1",1,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",16,"singing","No","Male",1,,"JRUEB",
"2455bdaf-5510-4215-89cd-c8d74e265186","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2015-06-16T11:19Z",1,"BRD.BART.2015.1",6,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",35,"singing","No","Male",1,,"JRUEB",
"1beb264e-1be0-48ab-a3f8-1944d7d4638e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2015-06-16T11:19Z",1,"BRD.BART.2015.1",6,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",22,"singing","No","Male",1,,"JRUEB",
"fe35eb9d-a99d-4eaa-ade8-4bbd7c2889c4","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2015-06-16T11:19Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",42,"singing","No","Male",1,,"JRUEB",
"51e8a274-837a-4688-be58-24af0b0fbc6e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2015-06-16T11:19Z",1,"BRD.BART.2015.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",26,"singing","No","Male",1,,"JRUEB",
"28b2e755-aecf-4dc2-b57f-ff53188ad248","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","2015-06-16T11:35Z",1,"BRD.BART.2015.1",3,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",29,"singing","No","Male",1,,"JRUEB",
