uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"df555146-b33d-458f-9779-a9807b9a99a9","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","2022-06-15T10:10Z",1,"BRD.BART.2022.1",5,"N",,,,,,,,,,,"KKLAP",
"942987ee-55be-4a13-8a78-bb2506c0dc06","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","2022-06-15T10:10Z",1,"BRD.BART.2022.1",4,"Y","RBNU","Sitta canadensis","species","Red-breasted Nuthatch",31,"singing","No","Unknown",1,,"KKLAP",
"455e67d7-9c9a-4152-8e4a-87984571d1d7","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","2022-06-15T10:10Z",1,"BRD.BART.2022.1",6,"N",,,,,,,,,,,"KKLAP",
"eb737f44-e305-482a-a311-8496f3ced225","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","2022-06-15T10:10Z",1,"BRD.BART.2022.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",63,"singing","No","Unknown",1,,"KKLAP",
"a247851f-88f6-4368-a02f-918166b77779","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2022-06-15T10:29Z",1,"BRD.BART.2022.1",6,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",67,"singing","No","Unknown",1,,"KKLAP",
"7893fa8d-e89a-4067-99f2-8103b47302bf","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2022-06-15T10:29Z",1,"BRD.BART.2022.1",4,"N",,,,,,,,,,,"KKLAP",
"36a99a83-7dbf-4445-b42e-34a2a47890c3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2022-06-15T10:29Z",1,"BRD.BART.2022.1",3,"Y","HETH","Catharus guttatus","species","Hermit Thrush",95,"singing","No","Unknown",1,,"KKLAP",
"c12dcdb2-9a03-4558-b1dd-8894ff63f303","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2022-06-15T10:29Z",1,"BRD.BART.2022.1",5,"N",,,,,,,,,,,"KKLAP",
"5705f120-f319-4fdb-86cf-d036e1fb0105","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2022-06-15T10:29Z",1,"BRD.BART.2022.1",2,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",86,"calling","No","Unknown",1,,"KKLAP",
"90cc2e01-a5e8-45c3-bfec-f896d0db1d76","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2022-06-15T10:29Z",1,"BRD.BART.2022.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",58,"singing","No","Unknown",1,,"KKLAP",
"6e8810dc-a0fc-48be-a1f7-8b4bfdbd5537","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","2022-06-15T10:29Z",1,"BRD.BART.2022.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",13,"singing","No","Unknown",1,,"KKLAP",
"aaa0422f-acd3-4d42-aeb1-42c3dd79ad3c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",5,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",41,"singing","No","Unknown",1,,"KKLAP",
"f416ee75-65f8-49f7-84fa-7690a6909e6f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",4,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",27,"calling and singing","No","Unknown",1,,"KKLAP",
"44fa4702-521b-4207-b8c6-7200231f83d4","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",3,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",10,"singing","No","Unknown",1,,"KKLAP",
"fbf8eaa3-550e-4feb-be82-9edd0bfccab9","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",36,"singing","No","Unknown",1,,"KKLAP",
"0015093d-a157-4b05-aa6f-6f13d8ad8d14","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",6,"N",,,,,,,,,,,"KKLAP",
"63aa98e8-1565-4ea6-9b40-b8749c43354f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",24,"singing","No","Unknown",1,,"KKLAP",
"958d067d-b82a-475a-ab5c-acbc55b8df98","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",1,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",42,"calling","No","Unknown",1,,"KKLAP",
"72e743fa-2abd-4d77-a1c4-f220d1150328","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",1,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",19,"singing","No","Unknown",1,,"KKLAP",
"f4df3789-6f72-4436-906a-4b7234092043","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",2,"Y","HETH","Catharus guttatus","species","Hermit Thrush",43,"singing","No","Unknown",1,,"KKLAP",
"0c1c7ec0-ae83-43f4-84c3-f00697624fd1","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","2022-06-15T10:46Z",1,"BRD.BART.2022.1",1,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",68,"singing","No","Unknown",1,,"KKLAP",
"94c61f02-ba12-4bbb-be40-38bc71cbb3d1","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",6,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",50,"singing","No","Unknown",1,,"KKLAP",
"8107e414-03db-44b7-8575-0ca2a886d9e9","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",42,"singing","No","Unknown",1,,"KKLAP",
"9fd6cc2f-95ac-4c8d-a86a-91aa23f97e13","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",6,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",17,"singing","No","Unknown",1,,"KKLAP",
"72630766-00ba-4483-8c06-a291b0acb394","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",14,"singing","No","Unknown",1,,"KKLAP",
"2c99a4d2-675d-407f-a4e6-04d4c962cfce","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",73,"singing","No","Unknown",1,,"KKLAP",
"2fa4417d-047c-4059-b52d-ac97b57101e8","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",1,"Y","MODO","Zenaida macroura","species","Mourning Dove",35,"singing","No","Unknown",1,,"KKLAP",
"30ce8b7f-2f6d-45e2-9b56-54f3c26829c3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",2,"Y","HETH","Catharus guttatus","species","Hermit Thrush",99,"singing","No","Unknown",1,,"KKLAP",
"141aa3f3-177f-4ab1-a966-554335c6827b","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",5,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",11,"calling","No","Unknown",1,,"KKLAP",
"21c70301-9695-482d-96bd-df96b44cbe5b","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",4,"N",,,,,,,,,,,"KKLAP",
"d20bfe32-e09a-46e5-89d4-b84e73aa0a56","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","2022-06-15T11:06Z",1,"BRD.BART.2022.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",58,"singing","No","Unknown",1,,"KKLAP",
"98ababc7-791a-4981-9a21-a8d46295161f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",3,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",28,"singing","No","Unknown",1,,"KKLAP",
"caf7d01e-e0f8-4d64-8b9d-d0cc5ec2d69d","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",4,"N",,,,,,,,,,,"KKLAP",
"b017a0e8-8b52-4345-af12-b2c4d303c6e6","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",1,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",26,"singing","No","Unknown",1,,"KKLAP",
"eac08306-ce2c-46d2-9934-2947487401bf","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",2,"Y","MODO","Zenaida macroura","species","Mourning Dove",53,"singing","No","Unknown",1,,"KKLAP",
"20e8f54c-cef9-4ff5-be4f-9e00e517a6b5","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",2,"Y","BBCU","Coccyzus erythropthalmus","species","Black-billed Cuckoo",39,"singing","No","Unknown",1,,"KKLAP",
"5b91ff0e-c1e8-41d0-8014-37f1229503b6","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",45,"singing","No","Unknown",1,,"KKLAP",
"0a7e058c-d9bc-4b92-8738-e7b719aefc27","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",22,"singing","No","Unknown",1,,"KKLAP",
"d83a310c-3e99-4c22-a710-3c53777fdda6","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",6,"N",,,,,,,,,,,"KKLAP",
"5a5b008b-67ac-41dd-b925-0ae769225700","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",5,"Y","RBNU","Sitta canadensis","species","Red-breasted Nuthatch",34,"singing","No","Unknown",1,,"KKLAP",
"d7ed8d9a-401f-4a09-907f-5d6118a8144e","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","2022-06-15T11:26Z",1,"BRD.BART.2022.1",2,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",17,"singing","No","Unknown",1,,"KKLAP",
"a450005c-4716-4646-b8eb-48e7970fd968","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",6,"N",,,,,,,,,,,"KKLAP",
"fc3af36e-cb5d-4568-bd88-8cd09241357b","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",95,"singing","No","Unknown",1,,"KKLAP",
"948ff57c-38b3-466c-8139-28619fb97954","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",26,"singing","No","Unknown",1,,"KKLAP",
"ccd802e5-fd1a-4a14-b162-6aac8e0e8f6a","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",2,"N",,,,,,,,,,,"KKLAP",
"b18549ff-6a78-45b8-b322-5afd75fea8b2","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",43,"singing","No","Unknown",1,,"KKLAP",
"58b40546-91f1-4463-bbc4-2c587f3a64b4","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",1,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",62,"calling","No","Unknown",1,,"KKLAP",
"dfcb6049-5d64-4e43-8e7e-653f36fd5409","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",4,"N",,,,,,,,,,,"KKLAP",
"58cb60ac-9ddf-41e2-926f-8ea0e004d703","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",3,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",14,"visual","Yes","Unknown",1,,"KKLAP",
"47646bef-4756-4dfd-9e33-25c0d4f9412a","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","2022-06-15T11:48Z",1,"BRD.BART.2022.1",5,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",21,"singing","No","Unknown",1,,"KKLAP",
"1ef80c1e-fc88-4b23-856b-1981ff659875","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",2,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",86,"calling","No","Unknown",2,,"KKLAP",
"563db613-d1aa-4be6-bb14-7ccdd0f3597f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",20,"singing","No","Unknown",1,,"KKLAP",
"efbdba9c-c179-44d4-a532-fa4bdc0c97a3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",3,"Y","VEER","Catharus fuscescens","species","Veery",53,"calling","No","Unknown",1,,"KKLAP",
"8e42bf3b-29e6-4539-958c-be64ff7e5d1a","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",49,"singing","No","Unknown",1,,"KKLAP",
"5a1d4750-7362-40d7-8857-c7b77fa88b48","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",4,"N",,,,,,,,,,,"KKLAP",
"589f5ba9-3434-49cf-90bd-a14165d7d258","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",6,"N",,,,,,,,,,,"KKLAP",
"9380bef7-2455-46f2-ba2a-d9f26a28dc64","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",5,"N",,,,,,,,,,,"KKLAP",
"9769151b-7db6-4146-af59-926ba7e0b22c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",1,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",22,"singing","No","Unknown",1,,"KKLAP",
"74bafb7f-3c5e-4e9f-b23d-0af16232658f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","2022-06-15T12:05Z",1,"BRD.BART.2022.1",3,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",28,"singing","No","Unknown",1,,"KKLAP",
"bcd38285-ba34-481c-9a15-b9fed1476a01","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",31,"singing","No","Unknown",1,,"KKLAP",
"000a54f6-3df1-4cf1-b934-6e0c214c9a90","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",1,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",76,"calling","No","Unknown",1,,"KKLAP",
"ff580b5b-d303-4647-8124-33a9ab4ed169","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",1,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",42,"singing","No","Unknown",1,,"KKLAP",
"2930ec18-0e56-44f9-92b8-027f51793348","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",14,"singing","No","Unknown",1,,"KKLAP",
"77420c10-3e96-41bb-a7ca-4dd96cb0bb55","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",4,"N",,,,,,,,,,,"KKLAP",
"67ebd53b-b661-4b1b-9ac9-a0d41543262a","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",6,"N",,,,,,,,,,,"KKLAP",
"fb86d721-d7d7-41bc-ae33-9baf45c34159","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",57,"singing","No","Unknown",1,,"KKLAP",
"beacff59-d2f5-498f-b8a3-5e0273ffec04","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",2,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",25,"singing","No","Unknown",1,,"KKLAP",
"69be4285-cdb4-4eb8-944e-797424858c9f","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2022-06-15T12:25Z",1,"BRD.BART.2022.1",5,"N",,,,,,,,,,,"KKLAP",
"3640c955-0cf6-41b2-8dcd-c466c432b30d","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",1,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",13,"calling and singing","No","Unknown",1,,"KKLAP",
"a024c309-d09a-4a64-9eab-8860b23e22b1","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",6,"N",,,,,,,,,,,"KKLAP",
"326f5371-0a08-4840-9c86-d16f75c1c081","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",69,"singing","No","Unknown",1,,"KKLAP",
"be318ba9-cd7a-4adc-a7ca-8a7862156b76","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",5,"N",,,,,,,,,,,"KKLAP",
"1d36922e-6404-4661-8f95-ffb876f2fee6","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",42,"singing","No","Unknown",1,,"KKLAP",
"e139ea3d-152d-43d9-9b00-05fd5c52c477","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",3,"Y","NOPA","Setophaga americana","species","Northern Parula",24,"singing","No","Unknown",1,,"KKLAP",
"0acfa74d-b327-4fd0-a7a7-8bdf936d095a","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",4,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",47,"singing","No","Unknown",1,,"KKLAP",
"ae0cdde9-5eab-4d7a-ae17-2edfbcf7c735","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",1,"Y","VEER","Catharus fuscescens","species","Veery",38,"singing","No","Unknown",1,,"KKLAP",
"be0cfb64-6712-4454-ab39-ba3f2d74f902","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","2022-06-15T12:38Z",1,"BRD.BART.2022.1",2,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",66,"calling","No","Unknown",1,,"KKLAP",
"a0978fa1-368a-4670-86ab-9662a42d984d","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2022-06-15T12:50Z",1,"BRD.BART.2022.1",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",48,"singing","No","Unknown",1,,"KKLAP",
"70edb2c9-7a0a-4cf2-b4dc-2ffd0b38936f","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2022-06-15T12:50Z",1,"BRD.BART.2022.1",1,"Y","RBNU","Sitta canadensis","species","Red-breasted Nuthatch",29,"singing","No","Unknown",1,,"KKLAP",
"dc8b80df-59c4-49d0-aa90-91e06d8e4028","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2022-06-15T12:50Z",1,"BRD.BART.2022.1",5,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",17,"singing","No","Unknown",1,,"KKLAP",
